,46,PRD-13,상품 관리,상품 등록 (골프),골프 상품,코스 정보 관리,/products/new,"코스 정보, 그린피, 캐디피, 카트비 입력이 가능하고 주중/주말 요금 구분 설정이 가능하다",,필수
,47,PRD-14,상품 관리,상품 등록 (차량),차량 상품,서비스 유형별 가격 관리,/products/new,서비스 유형(공항픽업/공항센딩/골프패키지/시티투어)별 차종별 가격 입력이 가능하다,,필수
,48,PRD-15,상품 관리,상품 등록 (투어),투어 상품,일정/포함/불포함 사항 관리,/products/new,"투어 일정, 포함 사항, 불포함 사항 마크다운 편집이 가능하다",,필수
,49,PRD-16,상품 관리,상품 등록 (기타),기타 서비스,운영시간/소요시간 관리,/products/new,기타 서비스 타입 선택 및 운영시간/소요시간 입력이 가능하다,,필수
,50,PRD-17,상품 관리,상품 수정,상품 수정 페이지 진입,,/products/{id},"기존 상품 정보(기본정보, 이미지, 타입별 상세)가 모두 로드되어 표시된다",,필수
,51,PRD-18,상품 관리,상품 수정,상품 정보 수정 후 저장 버튼 클릭,,/products/{id},수정 사항이 저장되고 완료 메시지가 표시된다,,필수
,52,PRD-19,상품 관리,카테고리 관리,카테고리 트리 목록 표시 확인,,/categories,"4단계 깊이(대/중/소/세분류)의 카테고리가 트리 구조로 표시되며, 각 노드에 이름/영문명/슬러그/정렬순서가 표시된다",,필수
,53,PRD-20,상품 관리,카테고리 관리,카테고리 등록/수정/삭제,,/categories,"하위 카테고리 추가, 이름 인라인 수정, 활성/비활성 토글, 삭제가 가능하다",,필수
,54,MEM-01,회원 관리,회원 목록,회원 목록 테이블 노출 확인,,/members,"회원ID, 이름, 이메일, 역할(색상 배지), 마지막 로그인일, 가입일 컬럼이 표시된다",,필수
,55,MEM-02,회원 관리,회원 목록,역할 필터 버튼 클릭 (4개: 전체/일반/관리자/슈퍼관리자),,/members,선택한 역할의 회원만 필터링되어 표시된다,,필수
,56,MEM-03,회원 관리,회원 목록,회원명/이메일 검색 입력,,/members,입력한 키워드가 포함된 회원만 검색 결과에 표시된다,,필수
,57,MEM-04,회원 관리,회원 상세,회원 행 클릭,상세 모달 표시,/members,"회원 상세 모달에 ID, 이름, 이메일, 연락처(한국/태국), 역할, 영문이름, 생년월일, 성별, 거주지가 표시된다",,필수
,58,MEM-05,회원 관리,회원 상세,회원 정보 수정 버튼,편집 모드 → 저장,/members,"이름, 연락처, 역할 등 회원 정보를 수정하고 저장할 수 있다",,필수
,59,MEM-06,회원 관리,회원 상세,포인트 지급 버튼,금액/사유 입력 → 지급,/members,입력한 금액의 포인트가 해당 회원에게 지급되고 잔액에 즉시 반영된다,,필수
,60,MEM-07,회원 관리,회원 상세,포인트 잔액 및 최근 내역 확인,,/members,"현재 포인트 잔액과 최근 10건의 적립/사용 내역(유형, 사유, 금액, 만료일)이 표시된다",,필수
,61,MEM-08,회원 관리,회원 목록,페이지네이션 버튼 클릭,,/members,다음/이전 페이지의 회원 20명이 표시된다,,필수
,62,MEM-09,회원 관리,회원 목록,존재하지 않는 이름으로 검색,,/members,빈 검색 결과 안내 메시지가 표시된다,,필수
,63,MEM-10,회원 관리,회원 목록,역할별 배지 색상 확인,,/members,"일반회원, 관리자, 슈퍼관리자 역할에 따라 서로 다른 색상의 배지가 표시된다",,필수
,64,CMS-01,콘텐츠 관리,여행팁 관리,여행팁 목록 테이블 확인,,/blog-posts,"제목, 발행상태, 정렬순서, 수정일 컬럼과 편집/삭제 버튼이 표시된다",,필수
,65,CMS-02,콘텐츠 관리,여행팁 관리,추가 버튼,모달에서 제목/마크다운 내용/발행 토글 입력 후 저장,/blog-posts,새 여행팁이 등록되어 목록에 표시된다,,필수
,66,CMS-03,콘텐츠 관리,여행팁 관리,편집 버튼 클릭,모달에서 내용 수정 후 저장,/blog-posts,수정된 내용이 저장되어 목록에 반영된다,,필수
,67,CMS-04,콘텐츠 관리,여행팁 관리,삭제 버튼 클릭,,/blog-posts,해당 여행팁이 삭제되어 목록에서 제거된다,,필수
,68,CMS-05,콘텐츠 관리,콘텐츠 관리,발행 상태 필터 (전체/발행됨/미발행) 선택,,/blog-posts,선택한 발행 상태의 콘텐츠만 필터링되어 표시된다,,필수
,69,CMS-06,콘텐츠 관리,콘텐츠 관리,제목 검색 입력,,/blog-posts,입력한 키워드가 포함된 콘텐츠만 검색 결과에 표시된다,,필수
,70,PNT-01,포인트,사이트 설정,포인트 적립률(%) 설정 항목 확인,,/settings,현재 포인트 적립률이 표시되고 수정 가능하다,,필수
,71,PNT-02,포인트,사이트 설정,포인트 적립률 수정 후 저장 버튼 클릭,,/settings,변경된 적립률이 저장되어 즉시 반영된다,,필수
,72,PNT-03,포인트,회원 상세,포인트 수동 지급,금액/사유 입력 후 지급 버튼 클릭,/members,해당 회원에게 포인트가 지급되고 잔액이 증가한다,,필수
,73,PNT-04,포인트,회원 상세,포인트 수동 차감,금액/사유 입력 후 차감 버튼 클릭,/members,해당 회원의 포인트가 차감되고 잔액이 감소한다,,필수
,74,PNT-05,포인트,회원 상세,포인트 변동 내역 확인,,/members,"최근 포인트 내역에 유형(적립/사용/수동지급/수동차감), 금액, 사유, 만료일이 표시된다",,필수
,75,PNT-06,포인트,회원 상세,포인트 지급 후 잔액 즉시 반영 확인,,/members,포인트 지급/차감 후 모달 내 잔액이 즉시 갱신된다,,필수
,76,SITE-01,사이트 설정,사이트 설정,일반 설정 화면 진입,,/settings,"사이트명, 사이트 설명, 대표 이메일, 전화번호 등 15개 설정 항목이 각각 입력 필드와 저장 버튼으로 표시된다",,필수
,77,SITE-02,사이트 설정,사이트 설정,사이트명 수정 후 저장 버튼 클릭,,/settings,변경된 사이트명이 저장되고 인라인 성공 피드백이 표시된다,,필수
,78,SITE-03,사이트 설정,사이트 설정,대표 연락처(이메일/전화번호) 수정 후 저장,,/settings,변경된 연락처 정보가 저장된다,,필수
,79,SITE-04,사이트 설정,사이트 설정,카카오톡 채널/LINE ID 수정 후 저장,,/settings,변경된 메신저 정보가 저장된다,,필수
,80,SITE-05,사이트 설정,사이트 설정,입금 계좌 정보 수정 후 저장,,/settings,변경된 계좌 정보가 저장된다,,필수
,81,SITE-06,사이트 설정,사이트 설정,점검 모드 토글 변경 후 저장,,/settings,"점검 모드가 true/false로 전환되어 저장되며, 서비스 페이지에 점검 안내가 표시/해제된다",,필수
,82,SITE-07,사이트 설정,환율 관리,현재 환율 카드 표시 확인,,/settings/exchange-rates,"1 THB = N KRW 형식의 현재 환율, 출처(MANUAL/API), 등록일시가 표시된다",,필수
,83,SITE-08,사이트 설정,환율 관리,통화쌍 탭 전환 (THB,KRW / USD→KRW / THB→USD),/settings/exchange-rates,선택한 통화쌍의 현재 환율과 이력이 표시된다,,필수
,84,SITE-09,사이트 설정,환율 관리,환율 등록 버튼,환율 값 입력 후 등록,/settings/exchange-rates,새 환율이 등록되어 현재 환율 카드에 반영된다,,필수
,85,SITE-10,사이트 설정,환율 관리,환율 변경 이력 테이블 확인,,/settings/exchange-rates,"과거 환율 이력이 일시, 환율, 출처 컬럼으로 테이블에 표시되고 페이지네이션이 동작한다",,필수
,86,SUP-01,공급처 관리,공급처 목록,공급처 목록 테이블 노출 확인,,/suppliers,"공급처명, 유형, 연락처, 상태 컬럼이 표시된다",,필수
,87,SUP-02,공급처 관리,공급처 목록,공급처 유형 필터 버튼 클릭,,/suppliers,선택한 유형의 공급처만 필터링되어 표시된다,,필수
,88,SUP-03,공급처 관리,공급처 등록,공급처 등록 페이지 진입,,/suppliers/new,"공급처명, 유형, 연락처, 이메일, 주소, 계좌정보 입력 필드가 표시된다",,필수
,89,SUP-04,공급처 관리,공급처 등록,필수 항목 입력 후 저장 버튼 클릭,,/suppliers/new,공급처가 등록되고 목록 페이지로 이동한다,,필수
,90,SUP-05,공급처 관리,공급처 수정,공급처 수정 페이지 진입,,/suppliers/{id},기존 공급처 정보가 로드되어 표시된다,,필수
,91,SUP-06,공급처 관리,공급처 수정,공급처 정보 수정 후 저장,,/suppliers/{id},수정 사항이 저장되고 완료 메시지가 표시된다,,필수
,92,SUP-07,공급처 관리,공급처 삭제,공급처 삭제 버튼 클릭,,/suppliers/{id},공급처가 삭제되고 목록에서 제거된다,,필수
,93,STAT-01,통계,매출 통계,매출 통계 대시보드 확인,,/statistics,"일별/월별/연도별 매출 통계가 차트로 표시된다",,필수
,94,STAT-02,통계,예약 통계,예약 통계 대시보드 확인,,/statistics,"상품유형별, 상태별 예약 통계가 차트로 표시된다",,필수
,95,STAT-03,통계,기간 선택,기간 프리셋/커스텀 기간 선택,,/statistics,선택한 기간의 통계 데이터로 갱신된다,,필수
,96,DATA-01,데이터 관리,데이터 관리,DB 관리 도구 확인,,/database-management,"데이터 내보내기, 백업 등 DB 관리 기능이 제공된다",,필수
,97,LOG-01,활동 로그,활동 로그,활동 로그 목록 확인,,/logs/activity-logs,"사용자 활동(로그인, 예약 생성, 결제 등)이 시간순으로 표시된다",,필수
,98,LOG-02,활동 로그,활동 로그,활동 유형 필터,,/logs/activity-logs,선택한 활동 유형만 필터링되어 표시된다,,필수
,99,LOG-03,활동 로그,활동 로그,사용자 필터,,/logs/activity-logs,선택한 사용자의 활동만 표시된다,,필수
,100,LOG-04,활동 로그,활동 로그,날짜 범위 필터,,/logs/activity-logs,선택한 기간의 활동만 표시된다,,필수
,101,PERM-01,권한 관리,권한 설정,역할별 권한 목록 확인,,/users/permissions,"역할별 메뉴 접근 권한이 표시된다",,필수
,102,PERM-02,권한 관리,권한 설정,역할별 권한 수정,,/users/permissions,역할의 메뉴 접근 권한을 수정할 수 있다,,필수
,103,PERM-03,권한 관리,권한 설정,권한 저장,,/users/permissions,변경된 권한이 저장되어 즉시 반영된다,,필수
,104,IMG-01,이미지 관리,이미지 갤러리,이미지 갤러리 목록 확인,,/images,"업로드된 이미지가 갤러리 형태로 표시된다",,필수
,105,IMG-02,이미지 관리,이미지 갤러리,이미지 업로드,,/images,이미지를 업로드할 수 있다,,필수
,106,IMG-03,이미지 관리,이미지 갤러리,이미지 삭제,,/images,선택한 이미지를 삭제할 수 있다,,필수
,107,IMG-04,이미지 관리,벌크 업로드,다중 이미지 업로드,,/images/upload,여러 이미지를 한 번에 업로드할 수 있다,,필수
,108,VISA-01,비자 관리,비자 상품,비자 상품 목록 확인,,/visa,"비자 상품 목록이 표시된다",,필수
,109,VISA-02,비자 관리,비자 상품,비자 상품 등록,,/visa/new,새 비자 상품을 등록할 수 있다,,필수
,110,VISA-03,비자 관리,비자 상품,비자 상품 수정,,/visa/{id},비자 상품 정보를 수정할 수 있다,,필수
,111,VISA-04,비자 관리,비자 상품,비자 상품 삭제,,/visa/{id},비자 상품을 삭제할 수 있다,,필수
,112,CAR-01,차량 예약,차량 예약 목록,차량 예약 목록 확인,,/car-bookings,"차량 예약 목록이 표시된다",,필수
,113,CAR-02,차량 예약,차량 예약 목록,차량 예약 상태 필터,,/car-bookings,선택한 상태의 예약만 필터링된다,,필수
,114,CAR-03,차량 예약,차량 예약 상세,차량 예약 상세 확인,,/car-bookings/{id},차량 예약 상세 정보가 표시된다,,필수
,115,CAR-04,차량 예약,차량 예약 상세,차량 예약 상태 변경,,/car-bookings/{id},차량 예약 상태를 변경할 수 있다,,필수
,116,PLAN-01,미착수 / 신규 요청,결제 관리,입금 매칭 연동 기능 확인,,-,PayAction 가상계좌와 어드민 연동 시스템이 제공되는지 확인,,2차개발
,117,PLAN-02,미착수 / 신규 요청,정산 관리,정산 관리 기능 확인,,-,공급업체별 월 정산 기능이 제공되는지 확인,,2차개발
,118,PLAN-03,미착수 / 신규 요청,예약 관리,벤더 확정 상태 관리 확인,,-,공급처별 예약 확정 상태를 추적할 수 있는지 확인,,2차개발
,119,PLAN-04,미착수 / 신규 요청,대시보드,통계/리포트 기능 확인,,-,매출/예약 통계 대시보드가 제공되는지 확인,,2차개발
